Summary
Name;Number of trades;Number of Sells;Number of Buys;Ratio;Average Risk Reward;Number of Wins(%) B/S;Number of BEs(%) B/S;Number of Losses(%) B/S;Max Drawdown Percentual;Max Balance;Max Consecutive Wins;Max Sequence without Losses;Max Consecutive Losses;Max Sequence without Wins;Final Balance
PBS_UJ_M1_F-0.33_E-15_L-14_AMN-0.0_AMX-3.0_F-1.0_SL7_RR-3.0_BE-1.0_STS-0.0_TSF-5.0;389;175;214;1.14;0.14;111(28%) 63/48;0(0%)0/0;278(71%)151/127;0.23;14658.57;5;5;16;16;13482.53639199998
Orders
Ticket;Pending Time;Open Time;Close Time;Strategy ID;Type;Entry;Original SL;SL;TP;Initial Balance;Final Balance;Profit;Max Profit(%);Max Drawdown(%);Max Loss(%)
2;2024.09.02 09:28:00;2024.09.02 09:28:00;2024.09.02 09:36:00;301079539;BUY;146.290;146.175;146.175;146.626;10000.00;9893.83;-102.27;0.08;1.08;-0.99
1;2024.09.02 09:14:00;2024.09.02 09:14:00;2024.09.02 09:51:00;301079539;BUY;146.206;146.106;146.106;146.500;10000.00;9788.10;-101.29;0.94;1.93;-0.99
3;2024.09.02 10:09:00;2024.09.02 10:09:00;2024.09.02 10:13:00;301079539;SELL;146.151;146.255;146.255;145.837;9788.10;9686.56;-97.43;0.02;0.99;-0.96
4;2024.09.02 10:18:00;2024.09.02 10:18:00;2024.09.02 11:01:00;301079539;BUY;146.247;146.166;146.166;146.481;9686.56;9968.73;287.57;2.96;1.12;-0.40
7;2024.09.02 11:36:00;2024.09.02 11:36:00;2024.09.02 11:46:00;301079539;BUY;146.825;146.697;146.697;147.201;9968.73;9863.13;-102.09;0.02;1.02;-1.00
8;2024.09.02 12:23:00;2024.09.02 12:23:00;2024.09.02 13:40:00;301079539;SELL;146.659;146.765;146.765;146.341;9863.13;9760.83;-98.22;0.32;1.29;-0.96
9;2024.09.02 14:34:00;2024.09.02 14:34:00;2024.09.03 02:34:00;301079539;BUY;146.890;146.774;146.774;147.230;9760.83;9665.80;-100.37;2.11;3.11;-1.00
6;2024.09.02 11:22:00;2024.09.02 11:22:00;2024.09.03 06:51:00;301079539;BUY;146.695;146.486;146.486;147.313;9968.73;9471.44;-99.88;2.46;3.49;-1.03
5;2024.09.02 11:21:00;2024.09.02 11:21:00;2024.09.03 06:51:00;301079539;BUY;146.697;146.484;146.484;147.328;9968.73;9471.44;-100.33;2.41;3.45;-1.04
10;2024.09.03 09:18:00;2024.09.03 09:18:00;2024.09.03 09:44:00;301079539;SELL;146.294;146.387;146.387;146.013;9471.44;9753.75;286.78;2.99;0.54;0.00
13;2024.09.03 09:51:00;2024.09.03 09:51:00;2024.09.03 10:03:00;301079539;BUY;146.105;145.939;145.939;146.594;9753.75;9653.43;-97.74;0.23;1.22;-0.99
12;2024.09.03 09:45:00;2024.09.03 09:45:00;2024.09.03 10:05:00;301079539;SELL;145.995;146.168;146.168;145.474;9753.75;9552.69;-98.25;0.01;1.02;-1.00
11;2024.09.03 09:37:00;2024.09.03 09:37:00;2024.09.03 11:36:00;301079539;SELL;146.126;146.286;146.286;145.645;9471.44;9840.72;290.67;2.98;1.44;-0.61
14;2024.09.03 10:45:00;2024.09.03 10:45:00;2024.09.03 14:49:00;301079539;SELL;146.041;146.183;146.183;145.612;9552.69;9742.58;-95.20;2.91;3.86;-0.95
15;2024.09.03 11:31:00;2024.09.03 11:31:00;2024.09.03 14:50:00;301079539;BUY;145.754;145.607;145.607;146.187;9552.69;10035.77;296.19;2.99;1.07;-0.92
16;2024.09.03 14:54:00;2024.09.03 14:54:00;2024.09.03 15:13:00;301079539;BUY;146.223;146.105;146.105;146.569;10035.77;9930.23;-101.76;0.02;1.01;-0.99
17;2024.09.03 15:28:00;2024.09.03 15:28:00;2024.09.03 15:31:00;301079539;BUY;146.272;146.183;146.183;146.531;9930.23;9823.55;-101.67;0.03;1.01;-0.98
19;2024.09.03 16:24:00;2024.09.03 16:24:00;2024.09.03 16:37:00;301079539;BUY;145.695;145.522;145.522;146.206;9823.55;10014.42;-101.05;0.28;1.26;-0.98
18;2024.09.03 16:01:00;2024.09.03 16:01:00;2024.09.03 16:37:00;301079539;SELL;145.882;146.007;146.007;145.505;9823.55;10014.42;297.92;3.01;1.23;0.00
21;2024.09.03 16:59:00;2024.09.03 16:59:00;2024.09.03 17:00:00;301079539;BUY;145.442;145.212;145.212;146.123;10014.42;9911.06;-101.44;0.01;1.01;-1.00
20;2024.09.03 16:57:00;2024.09.03 16:57:00;2024.09.03 17:01:00;301079539;SELL;145.395;145.525;145.525;145.004;10014.42;9806.75;-100.92;2.27;3.26;-0.99
24;2024.09.03 18:30:00;2024.09.03 18:30:00;2024.09.03 22:18:00;301079539;BUY;145.804;145.684;145.684;146.156;9806.75;9700.03;-102.97;1.02;2.04;-1.02
23;2024.09.03 18:03:00;2024.09.03 18:03:00;2024.09.04 00:06:00;301079539;BUY;145.603;145.444;145.444;146.072;9806.75;9603.36;-100.54;2.04;3.06;-1.02
22;2024.09.03 17:15:00;2024.09.03 17:15:00;2024.09.04 03:39:00;301079539;BUY;145.305;145.062;145.062;146.025;9806.75;9507.00;-98.85;2.54;3.56;-1.02
25;2024.09.04 09:25:00;2024.09.04 09:25:00;2024.09.04 09:43:00;301079539;BUY;145.271;145.123;145.123;145.706;9507.00;9407.26;-96.89;0.08;1.08;-1.00
26;2024.09.04 09:38:00;2024.09.04 09:38:00;2024.09.04 10:00:00;301079539;SELL;145.200;145.306;145.306;144.881;9507.00;9689.59;286.23;2.99;0.35;0.00
27;2024.09.04 10:16:00;2024.09.04 10:16:00;2024.09.04 10:25:00;301079539;BUY;145.013;144.842;144.842;145.518;9689.59;9589.11;-97.99;0.06;1.05;-1.00
28;2024.09.04 10:56:00;2024.09.04 10:56:00;2024.09.04 11:31:00;301079539;BUY;144.933;144.844;144.844;145.193;9589.11;9870.83;286.52;2.95;0.62;-0.19
30;2024.09.04 11:50:00;2024.09.04 11:50:00;2024.09.04 12:01:00;301079539;SELL;145.118;145.215;145.215;144.825;9870.83;9767.52;-98.87;0.39;1.35;-0.97
31;2024.09.04 12:02:00;2024.09.04 12:02:00;2024.09.04 12:53:00;301079539;BUY;145.207;145.092;145.092;145.545;9767.52;9663.87;-99.87;0.39;1.39;-0.99
29;2024.09.04 11:23:00;2024.09.04 11:23:00;2024.09.04 13:07:00;301079539;BUY;145.151;145.032;145.032;145.499;9589.11;9559.26;-100.92;0.87;1.89;-1.02
32;2024.09.04 13:04:00;2024.09.04 13:04:00;2024.09.04 13:42:00;301079539;SELL;145.057;145.147;145.147;144.785;9663.87;9458.49;-96.12;1.31;2.28;-0.97
34;2024.09.04 13:48:00;2024.09.04 13:48:00;2024.09.04 14:00:00;301079539;BUY;145.181;145.080;145.080;145.475;9458.49;9356.10;-98.16;0.02;1.03;-1.00
33;2024.09.04 13:28:00;2024.09.04 13:28:00;2024.09.04 14:22:00;301079539;BUY;145.085;144.952;144.952;145.477;9559.26;9255.65;-97.27;0.76;1.78;-1.02
36;2024.09.04 14:49:00;2024.09.04 14:49:00;2024.09.04 14:56:00;301079539;BUY;145.014;144.910;144.910;145.317;9255.65;9156.21;-95.45;0.02;1.02;-1.00
37;2024.09.04 15:02:00;2024.09.04 15:02:00;2024.09.04 15:08:00;301079539;SELL;144.918;144.997;144.997;144.680;9156.21;9057.34;-93.71;0.03;1.01;-0.98
35;2024.09.04 14:01:00;2024.09.04 14:01:00;2024.09.04 15:26:00;301079539;SELL;145.068;145.204;145.204;144.659;9356.10;8960.68;-93.66;1.50;2.51;-1.01
38;2024.09.04 15:13:00;2024.09.04 15:13:00;2024.09.04 16:28:00;301079539;BUY;145.062;144.902;144.902;145.534;9057.34;8866.54;-91.65;0.96;1.96;-1.01
40;2024.09.04 16:32:00;2024.09.04 16:32:00;2024.09.04 17:01:00;301079539;SELL;144.896;145.003;145.003;144.574;8866.54;9403.66;272.38;2.94;0.45;0.00
39;2024.09.04 16:26:00;2024.09.04 16:26:00;2024.09.04 17:01:00;301079539;SELL;144.945;145.049;145.049;144.631;8960.68;9403.66;272.15;2.93;0.46;0.00
43;2024.09.04 17:56:00;2024.09.04 17:56:00;2024.09.04 18:07:00;301079539;SELL;144.120;144.282;144.282;143.632;9403.66;9305.66;-95.45;0.37;1.37;-1.00
42;2024.09.04 17:51:00;2024.09.04 17:51:00;2024.09.04 18:09:00;301079539;SELL;144.135;144.287;144.287;143.677;9403.66;9207.07;-95.86;0.50;1.51;-1.01
44;2024.09.04 18:22:00;2024.09.04 18:22:00;2024.09.04 23:48:00;301079539;SELL;144.257;144.427;144.427;143.744;9207.07;9486.64;281.94;3.02;1.05;-0.92
41;2024.09.04 17:09:00;2024.09.04 17:09:00;2024.09.05 00:05:00;301079539;SELL;144.321;144.524;144.524;143.710;9403.66;9728.85;284.97;2.96;1.91;-0.46
45;2024.09.04 18:32:00;2024.09.04 18:32:00;2024.09.05 01:14:00;301079539;SELL;144.247;144.477;144.477;143.555;9207.07;9971.43;279.59;2.89;0.77;-0.40
48;2024.09.05 09:26:00;2024.09.05 09:26:00;2024.09.05 10:07:00;301079539;SELL;143.124;143.305;143.305;142.579;9971.43;9761.77;-102.31;0.33;1.35;-1.02
47;2024.09.05 09:25:00;2024.09.05 09:25:00;2024.09.05 10:07:00;301079539;SELL;143.120;143.306;143.306;142.560;9971.43;9761.77;-102.55;0.30;1.33;-1.03
46;2024.09.05 09:21:00;2024.09.05 09:21:00;2024.09.05 10:09:00;301079539;SELL;143.220;143.349;143.349;142.831;9971.43;9657.64;-100.77;1.21;2.22;-1.01
49;2024.09.05 10:48:00;2024.09.05 10:48:00;2024.09.05 11:08:00;301079539;BUY;143.655;143.561;143.561;143.928;9657.64;9552.20;-100.82;0.55;1.55;-1.01
50;2024.09.05 11:12:00;2024.09.05 11:12:00;2024.09.05 12:18:00;301079539;BUY;143.653;143.496;143.496;144.115;9552.20;9451.03;-98.47;0.59;1.60;-1.01
51;2024.09.05 11:55:00;2024.09.05 11:55:00;2024.09.05 15:16:00;301079539;SELL;143.577;143.683;143.683;143.258;9552.20;9739.00;291.90;3.04;2.16;-0.61
52;2024.09.05 16:13:00;2024.09.05 16:13:00;2024.09.05 17:02:00;301079539;BUY;143.148;142.988;142.988;143.620;9739.00;10032.14;295.84;2.98;0.81;-0.20
54;2024.09.05 16:19:00;2024.09.05 16:19:00;2024.09.05 17:03:00;301079539;BUY;143.196;143.042;143.042;143.651;9739.00;10615.69;294.59;2.80;0.83;-0.53
53;2024.09.05 16:18:00;2024.09.05 16:18:00;2024.09.05 17:03:00;301079539;BUY;143.202;143.037;143.037;143.688;9739.00;10615.69;294.36;2.80;0.78;-0.53
55;2024.09.05 17:20:00;2024.09.05 17:20:00;2024.09.05 17:38:00;301079539;BUY;143.533;143.370;143.370;144.014;10615.69;10933.40;320.59;2.96;0.42;0.00
58;2024.09.05 18:12:00;2024.09.05 18:12:00;2024.09.05 18:19:00;301079539;BUY;143.968;143.823;143.823;144.397;10933.40;10818.18;-111.89;0.02;1.03;-1.00
56;2024.09.05 17:56:00;2024.09.05 17:56:00;2024.09.05 18:42:00;301079539;SELL;143.984;144.140;144.140;143.514;10933.40;11149.18;334.06;3.02;0.97;-0.21
59;2024.09.05 18:22:00;2024.09.05 18:22:00;2024.09.05 18:56:00;301079539;SELL;143.839;143.971;143.971;143.441;10818.18;11481.27;335.72;2.96;0.59;0.00
57;2024.09.05 18:01:00;2024.09.05 18:01:00;2024.09.05 19:19:00;301079539;SELL;143.911;144.091;144.091;143.370;10933.40;11814.40;335.80;2.86;0.84;-0.60
62;2024.09.05 20:46:00;2024.09.05 20:46:00;2024.09.05 21:15:00;301079539;BUY;143.360;143.206;143.206;143.815;11814.40;11687.29;-123.66;0.27;1.30;-1.03
61;2024.09.05 20:00:00;2024.09.05 20:00:00;2024.09.06 06:35:00;301079539;SELL;143.435;143.550;143.550;143.087;11814.40;12017.17;364.78;3.07;2.65;-0.59
60;2024.09.05 18:43:00;2024.09.05 18:43:00;2024.09.06 08:06:00;301079539;SELL;143.501;143.708;143.708;142.877;11149.18;12356.24;358.16;2.92;1.44;-0.29
64;2024.09.06 09:13:00;2024.09.06 09:13:00;2024.09.06 09:18:00;301079539;BUY;142.602;142.467;142.467;143.000;12356.24;12224.29;-127.90;0.02;1.03;-1.01
63;2024.09.06 09:04:00;2024.09.06 09:04:00;2024.09.06 09:39:00;301079539;SELL;142.595;142.703;142.703;142.268;12356.24;12600.84;381.53;3.07;0.94;-0.47
66;2024.09.06 10:18:00;2024.09.06 10:18:00;2024.09.06 10:32:00;301079539;SELL;142.072;142.315;142.315;141.342;12600.84;12468.77;-129.79;0.01;1.03;-1.02
65;2024.09.06 10:11:00;2024.09.06 10:11:00;2024.09.06 10:41:00;301079539;SELL;142.215;142.408;142.408;141.634;12600.84;12337.16;-128.76;0.77;1.79;-1.02
68;2024.09.06 11:57:00;2024.09.06 11:57:00;2024.09.06 12:00:00;301079539;SELL;142.559;142.637;142.637;142.323;12337.16;12202.16;-127.98;0.03;1.02;-0.99
67;2024.09.06 10:53:00;2024.09.06 10:53:00;2024.09.06 12:33:00;301079539;BUY;142.350;142.195;142.195;142.807;12337.16;12573.16;374.51;3.01;1.29;0.00
69;2024.09.06 12:05:00;2024.09.06 12:05:00;2024.09.06 13:07:00;301079539;BUY;142.659;142.563;142.563;142.938;12202.16;12946.01;378.67;2.97;1.46;0.00
70;2024.09.06 13:23:00;2024.09.06 13:23:00;2024.09.06 13:54:00;301079539;BUY;142.892;142.817;142.817;143.111;12946.01;12803.34;-134.96;0.62;1.61;-0.99
71;2024.09.06 14:22:00;2024.09.06 14:22:00;2024.09.06 14:52:00;301079539;BUY;142.908;142.834;142.834;143.121;12803.34;13183.98;388.47;3.05;0.93;0.00
72;2024.09.06 15:16:00;2024.09.06 15:16:00;2024.09.06 15:30:00;301079539;SELL;143.130;143.232;143.232;142.822;13183.98;13044.45;-133.89;0.07;1.06;-0.98
73;2024.09.06 16:15:00;2024.09.06 16:15:00;2024.09.06 16:37:00;301079539;BUY;143.196;143.049;143.049;143.631;13044.45;13437.20;396.68;2.98;1.04;-0.12
74;2024.09.06 16:33:00;2024.09.06 16:33:00;2024.09.06 17:13:00;301079539;BUY;143.348;143.139;143.139;143.968;13044.45;13300.08;-134.36;2.43;3.42;-0.99
75;2024.09.06 17:33:00;2024.09.06 17:33:00;2024.09.06 18:01:00;301079539;SELL;142.707;142.919;142.919;142.068;13300.08;13707.18;409.83;3.01;1.15;0.00
76;2024.09.06 18:29:00;2024.09.06 18:29:00;2024.09.06 18:32:00;301079539;SELL;142.107;142.342;142.342;141.402;13707.18;13564.26;-140.37;0.03;1.05;-1.02
77;2024.09.06 19:13:00;2024.09.06 19:13:00;2024.09.09 00:18:00;301079539;BUY;142.401;142.210;142.210;142.967;13564.26;13428.93;-139.71;1.37;2.39;-1.02
79;2024.09.06 19:32:00;2024.09.06 19:32:00;2024.09.09 03:31:00;301079539;SELL;142.514;142.729;142.729;141.869;13564.26;13110.37;-138.60;2.70;3.74;-1.04
78;2024.09.06 19:31:00;2024.09.06 19:31:00;2024.09.09 03:31:00;301079539;SELL;142.496;142.729;142.729;141.795;13564.26;13110.37;-138.77;2.42;3.46;-1.04
81;2024.09.09 09:21:00;2024.09.09 09:21:00;2024.09.09 09:24:00;301079539;SELL;142.810;142.897;142.897;142.548;13110.37;12969.18;-134.56;0.03;1.01;-0.99
80;2024.09.09 09:13:00;2024.09.09 09:13:00;2024.09.09 09:59:00;301079539;SELL;142.846;143.039;143.039;142.264;13110.37;12832.64;-133.57;0.25;1.27;-1.02
83;2024.09.09 10:36:00;2024.09.09 10:36:00;2024.09.09 11:31:00;301079539;SELL;143.202;143.336;143.336;142.797;12832.64;12564.96;-129.93;1.02;2.03;-1.00
82;2024.09.09 10:35:00;2024.09.09 10:35:00;2024.09.09 11:31:00;301079539;SELL;143.192;143.335;143.335;142.760;12832.64;12564.96;-129.68;0.89;1.89;-1.00
84;2024.09.09 11:40:00;2024.09.09 11:40:00;2024.09.09 12:10:00;301079539;BUY;143.347;143.265;143.265;143.586;12564.96;12427.64;-130.48;0.97;1.96;-0.99
85;2024.09.09 12:11:00;2024.09.09 12:11:00;2024.09.09 12:15:00;301079539;SELL;143.292;143.397;143.397;142.974;12427.64;12296.55;-125.93;0.02;1.00;-0.98
86;2024.09.09 12:27:00;2024.09.09 12:27:00;2024.09.09 13:05:00;301079539;BUY;143.439;143.383;143.383;143.599;12296.55;12657.60;371.04;3.01;2.79;-0.60
88;2024.09.09 13:18:00;2024.09.09 13:18:00;2024.09.09 15:11:00;301079539;BUY;143.635;143.531;143.531;143.939;12657.60;12520.22;-131.92;1.56;2.57;-1.01
87;2024.09.09 13:06:00;2024.09.09 13:06:00;2024.09.09 15:22:00;301079539;BUY;143.597;143.410;143.410;144.150;12657.60;12386.83;-130.39;1.07;2.10;-1.03
89;2024.09.09 15:47:00;2024.09.09 15:47:00;2024.09.09 16:10:00;301079539;BUY;143.224;143.037;143.037;143.777;12386.83;12255.77;-128.12;0.06;1.08;-1.02
90;2024.09.09 15:50:00;2024.09.09 15:50:00;2024.09.09 16:16:00;301079539;SELL;143.207;143.294;143.294;142.944;12386.83;12630.39;380.83;3.06;0.60;-0.24
91;2024.09.09 16:22:00;2024.09.09 16:22:00;2024.09.09 16:34:00;301079539;SELL;142.967;143.081;143.081;142.624;12630.39;12496.46;-129.07;0.77;1.76;-0.99
92;2024.09.09 16:57:00;2024.09.09 16:57:00;2024.09.09 17:11:00;301079539;SELL;142.814;142.954;142.954;142.392;12496.46;12365.22;-127.34;0.43;1.43;-1.00
94;2024.09.09 17:17:00;2024.09.09 17:17:00;2024.09.09 17:20:00;301079539;BUY;142.895;142.799;142.799;143.176;12365.22;12231.09;-128.40;0.02;1.03;-1.00
93;2024.09.09 17:13:00;2024.09.09 17:13:00;2024.09.09 17:27:00;301079539;BUY;142.943;142.732;142.732;143.569;12365.22;12101.38;-127.13;0.03;1.05;-1.03
95;2024.09.09 17:35:00;2024.09.09 17:35:00;2024.09.09 17:43:00;301079539;SELL;142.707;142.848;142.848;142.282;12101.38;11974.27;-123.36;0.34;1.33;-1.00
97;2024.09.09 18:37:00;2024.09.09 18:37:00;2024.09.09 18:39:00;301079539;BUY;142.955;142.887;142.887;143.153;11974.27;11840.21;-126.11;0.04;1.03;-1.00
98;2024.09.09 19:07:00;2024.09.09 19:07:00;2024.09.09 23:00:00;301079539;SELL;142.828;142.961;142.961;142.428;11840.21;11715.36;-120.95;0.78;1.78;-1.00
96;2024.09.09 17:42:00;2024.09.09 17:42:00;2024.09.10 03:53:00;301079539;BUY;142.818;142.603;142.603;143.455;12101.38;12082.95;364.14;3.03;1.41;-0.49
99;2024.09.10 09:04:00;2024.09.10 09:04:00;2024.09.10 09:43:00;301079539;BUY;143.153;143.066;143.066;143.407;12082.95;12443.41;366.67;3.00;1.02;-0.62
100;2024.09.10 09:09:00;2024.09.10 09:09:00;2024.09.10 10:14:00;301079539;BUY;143.182;143.064;143.064;143.528;12082.95;12805.26;366.41;2.90;0.73;-0.71
101;2024.09.10 10:52:00;2024.09.10 10:52:00;2024.09.10 12:03:00;301079539;BUY;143.493;143.398;143.398;143.771;12805.26;12666.77;-132.49;2.04;3.03;-1.00
102;2024.09.10 12:23:00;2024.09.10 12:23:00;2024.09.10 13:09:00;301079539;SELL;143.287;143.349;143.349;143.100;12666.77;13049.80;392.03;3.07;1.37;0.00
103;2024.09.10 13:17:00;2024.09.10 13:17:00;2024.09.10 13:33:00;301079539;SELL;143.048;143.165;143.165;142.694;13049.80;12912.55;-132.39;0.07;1.06;-0.99
104;2024.09.10 13:40:00;2024.09.10 13:40:00;2024.09.10 13:46:00;301079539;BUY;143.204;143.128;143.128;143.423;12912.55;12768.94;-135.93;0.06;1.06;-1.00
106;2024.09.10 14:10:00;2024.09.10 14:10:00;2024.09.10 14:38:00;301079539;BUY;143.116;142.999;142.999;143.459;12768.94;12631.55;-132.53;0.64;1.65;-1.01
107;2024.09.10 14:50:00;2024.09.10 14:50:00;2024.09.10 15:21:00;301079539;BUY;143.122;142.972;142.972;143.565;12631.55;12497.73;-130.10;0.47;1.48;-1.01
105;2024.09.10 13:51:00;2024.09.10 13:51:00;2024.09.10 15:33:00;301079539;SELL;143.100;143.201;143.201;142.795;12768.94;12885.13;392.92;3.09;2.15;-0.85
109;2024.09.10 15:35:00;2024.09.10 15:35:00;2024.09.10 16:16:00;301079539;SELL;142.775;143.022;143.022;142.031;12885.13;12749.84;-132.98;0.01;1.03;-1.02
108;2024.09.10 15:23:00;2024.09.10 15:23:00;2024.09.10 16:31:00;301079539;SELL;142.976;143.110;143.110;142.573;12497.73;12616.48;-129.22;1.52;2.52;-0.99
111;2024.09.10 16:45:00;2024.09.10 16:45:00;2024.09.10 16:53:00;301079539;SELL;142.976;143.065;143.065;142.707;12616.48;12481.50;-128.77;0.19;1.17;-0.98
110;2024.09.10 16:11:00;2024.09.10 16:11:00;2024.09.10 17:12:00;301079539;BUY;142.947;142.802;142.802;143.375;12885.13;12345.59;-132.01;1.16;2.20;-1.04
113;2024.09.10 17:28:00;2024.09.10 17:28:00;2024.09.10 17:31:00;301079539;SELL;142.627;142.712;142.712;142.370;12345.59;12210.46;-128.65;0.03;1.03;-1.00
112;2024.09.10 17:10:00;2024.09.10 17:10:00;2024.09.10 18:46:00;301079539;SELL;142.918;143.081;143.081;142.426;12481.50;12590.61;383.48;3.07;1.10;0.00
116;2024.09.10 18:54:00;2024.09.10 18:54:00;2024.09.10 20:11:00;301079539;SELL;142.357;142.486;142.486;141.968;12590.61;12454.07;-132.16;1.21;2.23;-1.03
117;2024.09.10 20:12:00;2024.09.10 20:12:00;2024.09.10 20:31:00;301079539;BUY;142.512;142.382;142.382;142.893;12454.07;12319.21;-130.57;0.43;1.45;-1.03
118;2024.09.10 20:33:00;2024.09.10 20:33:00;2024.09.10 23:50:00;301079539;SELL;142.361;142.479;142.479;142.006;12319.21;12185.32;-129.21;1.20;2.23;-1.02
115;2024.09.10 17:36:00;2024.09.10 17:36:00;2024.09.11 04:33:00;301079539;SELL;142.601;142.798;142.798;142.007;12210.46;12548.64;384.73;3.09;1.99;-0.65
114;2024.09.10 17:35:00;2024.09.10 17:35:00;2024.09.11 04:34:00;301079539;SELL;142.584;142.797;142.797;141.943;12210.46;12912.85;383.99;2.99;1.84;-0.68
120;2024.09.11 09:47:00;2024.09.11 09:47:00;2024.09.11 10:02:00;301079539;BUY;141.410;141.316;141.316;141.684;12912.85;12770.98;-135.75;0.28;1.30;-1.02
119;2024.09.11 09:41:00;2024.09.11 09:41:00;2024.09.11 10:11:00;301079539;SELL;141.356;141.468;141.468;141.019;12912.85;12632.12;-133.79;0.90;1.92;-1.02
121;2024.09.11 10:05:00;2024.09.11 10:05:00;2024.09.11 10:15:00;301079539;SELL;141.328;141.476;141.476;140.882;12770.98;12496.50;-131.84;0.33;1.35;-1.02
122;2024.09.11 10:37:00;2024.09.11 10:37:00;2024.09.11 10:43:00;301079539;BUY;141.443;141.346;141.346;141.725;12496.50;12358.28;-132.43;0.02;1.05;-1.02
125;2024.09.11 10:51:00;2024.09.11 10:51:00;2024.09.11 10:57:00;301079539;SELL;141.253;141.430;141.430;140.720;12358.28;12227.55;-127.67;0.01;1.03;-1.02
124;2024.09.11 10:49:00;2024.09.11 10:49:00;2024.09.11 11:03:00;301079539;SELL;141.210;141.435;141.435;140.533;12358.28;12096.29;-128.83;0.01;1.06;-1.04
123;2024.09.11 10:40:00;2024.09.11 10:40:00;2024.09.11 11:11:00;301079539;SELL;141.404;141.584;141.584;140.862;12496.50;11964.84;-128.42;1.18;2.22;-1.05
128;2024.09.11 11:18:00;2024.09.11 11:18:00;2024.09.11 12:05:00;301079539;BUY;141.593;141.438;141.438;142.049;11964.84;11834.23;-127.13;0.71;1.76;-1.04
126;2024.09.11 11:00:00;2024.09.11 11:00:00;2024.09.11 14:39:00;301079539;BUY;141.385;141.244;141.244;141.799;12227.55;12204.09;373.70;3.09;3.04;-0.68
129;2024.09.11 12:52:00;2024.09.11 12:52:00;2024.09.11 15:31:00;301079539;BUY;141.493;141.341;141.341;141.942;11834.23;12930.89;362.91;2.83;1.20;0.00
127;2024.09.11 11:08:00;2024.09.11 11:08:00;2024.09.11 15:31:00;301079539;BUY;141.491;141.284;141.284;142.103;12096.29;12930.89;369.92;2.88;2.05;-1.00
130;2024.09.11 16:02:00;2024.09.11 16:02:00;2024.09.11 16:04:00;301079539;SELL;142.291;142.434;142.434;141.860;12930.89;12794.40;-132.53;0.02;1.02;-1.00
132;2024.09.11 17:53:00;2024.09.11 17:53:00;2024.09.11 18:08:00;301079539;SELL;141.299;141.539;141.539;140.578;12794.40;12659.81;-132.25;0.01;1.04;-1.03
131;2024.09.11 17:34:00;2024.09.11 17:34:00;2024.09.11 18:19:00;301079539;SELL;141.380;141.604;141.604;140.705;12794.40;12526.03;-131.29;0.51;1.54;-1.03
134;2024.09.11 18:18:00;2024.09.11 18:18:00;2024.09.11 18:26:00;301079539;BUY;141.583;141.437;141.437;142.014;12659.81;12391.12;-131.10;0.20;1.23;-1.03
136;2024.09.11 18:30:00;2024.09.11 18:30:00;2024.09.11 18:41:00;301079539;SELL;141.434;141.581;141.581;140.992;12391.12;12259.77;-127.66;0.02;1.03;-1.01
135;2024.09.11 18:24:00;2024.09.11 18:24:00;2024.09.11 18:43:00;301079539;SELL;141.487;141.694;141.694;140.865;12526.03;12130.07;-127.09;0.30;1.33;-1.03
138;2024.09.11 19:29:00;2024.09.11 19:29:00;2024.09.11 20:04:00;301079539;SELL;141.917;142.075;142.075;141.441;12130.07;12381.98;-126.74;0.37;1.36;-1.00
133;2024.09.11 18:12:00;2024.09.11 18:12:00;2024.09.11 20:04:00;301079539;BUY;141.540;141.368;141.368;142.047;12659.81;12381.98;385.31;3.14;1.37;-0.66
139;2024.09.11 20:19:00;2024.09.11 20:19:00;2024.09.12 02:04:00;301079539;BUY;142.193;142.087;142.087;142.502;12381.98;13196.14;381.62;2.93;2.15;-0.90
137;2024.09.11 19:20:00;2024.09.11 19:20:00;2024.09.12 02:04:00;301079539;BUY;141.967;141.792;141.792;142.483;12130.07;13196.14;380.20;2.98;1.28;-0.60
142;2024.09.12 09:06:00;2024.09.12 09:06:00;2024.09.12 10:19:00;301079539;SELL;142.756;142.901;142.901;142.318;13196.14;13057.17;-134.98;1.90;2.90;-1.00
141;2024.09.12 09:05:00;2024.09.12 09:05:00;2024.09.12 10:25:00;301079539;SELL;142.743;142.907;142.907;142.250;13196.14;12918.23;-135.40;1.60;2.62;-1.02
140;2024.09.12 09:01:00;2024.09.12 09:01:00;2024.09.12 10:26:00;301079539;SELL;142.801;142.959;142.959;142.324;13196.14;12779.74;-134.83;2.03;3.06;-1.03
143;2024.09.12 10:50:00;2024.09.12 10:50:00;2024.09.12 10:57:00;301079539;BUY;142.914;142.737;142.737;143.437;12779.74;12645.12;-131.44;0.01;1.03;-1.01
146;2024.09.12 11:46:00;2024.09.12 11:46:00;2024.09.12 14:05:00;301079539;BUY;142.617;142.494;142.494;142.977;12645.12;12506.68;-133.79;1.36;2.39;-1.03
